Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P0082,Smart Solar Grid,Power Plant,Medium,2584398,75,89,99,0.33,0.51,203,Feasible,,,344.78,221181.33,26,70.55,394068.24,31,94.49,473264.2,29,58.37,1227426.59,82,100.0,268457.64,35,97.79,232539.52,32,423569.41,42,491906.46,34,1325957.38,115,289425.23,48,2763398.0,271,False,False,True
P0083,Industrial Complex,Bridge,Low,3585031,76,55,35,8.16,0.84,577,Not Feasible,,,572.2,264278.24,46,40.35,852743.95,173,93.64,1532853.92,224,82.88,481737.27,70,38.41,453417.61,64,19.73,285496.62,47,968396.3,228,1723618.68,283,519444.56,71,480113.23,59,3977069.39,688,False,True,False
P0084,Urban Flyover,Bridge,Low,1564685,57,70,21,4.5,0.97,321,Feasible,,,291.64,98948.54,34,48.64,339947.95,75,100.0,682969.82,124,100.0,215682.0,47,46.6,227136.69,42,23.82,104069.56,37,375053.33,102,753498.0,168,226403.19,50,233237.73,40,1692261.81,397,False,True,False
P0085,Smart Solar Grid,Power Plant,Medium,3879190,68,65,91,3.25,0.62,209,Feasible,,,447.98,362180.45,23,52.16,510225.41,34,70.89,642242.96,33,45.18,1803762.92,81,85.44,560778.26,38,71.33,385169.77,26,552271.14,42,678478.12,36,1978931.12,107,607239.25,47,4202089.4,258,False,False,True
P0086,Urban Flyover,Bridge,High,6596411,91,52,62,4.71,0.85,208,Feasible,,,1217.27,399289.89,15,35.12,1259496.73,48,88.62,2916408.19,84,81.86,1024732.24,29,38.04,996483.95,32,16.38,434281.74,16,1440674.63,66,3315216.76,113,1117678.88,32,1064189.51,31,7372041.52,258,True,False,False
P0087,Industrial Complex,Power Plant,High,2311736,50,72,61,8.19,0.99,556,Feasible,,,278.56,190833.75,60,61.93,311741.39,101,80.16,424715.83,98,45.94,1048013.59,215,93.04,336431.45,83,78.93,219803.81,74,365230.22,135,481825.04,111,1242473.45,303,393707.78,110,2703040.3,733,True,False,False
P0088,Dam Reinforcement,Water Infra,Medium,2007293,78,35,96,1.25,0.98,239,Borderline,,,833.98,221793.68,45,42.42,374153.66,54,47.08,813328.91,75,21.74,436134.38,37,26.45,161882.37,28,37.31,229250.24,48,388461.31,59,823994.87,72,443890.68,36,166504.52,29,2052101.62,244,False,False,True
P0089,Industrial Complex,Building,High,5774183,94,98,76,8.58,0.62,275,Not Feasible,,,2488.14,427471.09,22,92.62,758728.64,36,100.0,1512198.92,54,79.52,1906448.34,83,100.0,1169336.01,80,53.72,509543.24,31,910509.14,52,1780921.44,72,2287825.37,120,1344217.96,95,6833017.15,370,True,False,False
P0090,Urban Flyover,Road,Medium,4366612,98,72,86,8.98,0.55,580,Feasible,,,6691.42,1032105.38,189,100.0,679462.65,99,100.0,1186881.05,143,58.58,446902.98,73,37.98,1021259.94,75,30.73,1218767.12,264,802347.08,138,1348760.63,167,497973.51,77,1130017.62,76,4997865.96,722,False,False,True
P0091,Smart Solar Grid,Road,High,1023247,84,54,49,9.47,0.57,518,Feasible,,,1476.6,215224.2,181,88.01,185357.64,85,69.84,269204.73,106,49.88,139180.32,74,35.93,214280.12,72,26.34,257297.74,250,217892.01,108,310552.01,123,158423.73,80,241649.07,74,1185814.56,635,True,False,False
P0092,Highway Expansion,Building,Medium,6267180,89,47,32,3.97,0.85,307,Feasible,,,2755.59,224915.1,25,39.7,949329.67,38,81.88,1687618.68,72,37.25,2056267.42,86,53.99,1349049.13,85,22.19,238556.15,27,1047755.89,49,1785754.42,75,2210955.75,98,1406770.85,82,6689793.06,331,False,False,True
P0093,Industrial Complex,Power Plant,Medium,3704238,63,91,38,2.17,0.86,307,Feasible,,,590.66,196344.97,38,74.52,462224.3,59,100.0,646478.74,58,59.95,1861665.68,105,100.0,537524.3,48,95.67,211044.94,48,508611.44,82,685457.12,68,2048495.65,147,589140.04,66,4042749.19,411,False,False,True
P0094,Smart Solar Grid,Building,Medium,3630708,84,42,26,3.74,0.84,381,Not Feasible,,,1157.63,292232.96,22,33.79,553193.63,54,67.04,1192041.19,83,36.62,959228.23,96,46.91,634011.99,126,25.64,307023.1,23,599884.18,66,1255799.72,87,1020565.39,106,660848.57,124,3844120.96,406,False,False,True
P0095,Dam Reinforcement,Power Plant,Medium,4494679,97,72,28,3.33,0.67,171,Borderline,,,717.25,355807.82,23,56.74,576868.63,28,83.03,679510.96,31,42.21,2366066.54,68,95.69,516425.05,20,82.34,380436.59,27,632144.05,36,716556.35,33,2623090.64,93,565548.24,26,4917775.87,215,False,False,True
P0096,Dam Reinforcement,Building,High,6517209,94,57,73,1.76,0.58,259,Feasible,,,2634.59,205904.27,22,46.3,891826.72,40,100.0,1976293.15,46,37.88,1932217.4,61,66.37,1510967.46,89,32.62,220301.49,25,1003157.24,58,2097463.22,50,2106976.8,77,1595480.46,94,7023379.21,304,True,False,False
P0097,Dam Reinforcement,Bridge,Low,2767640,69,47,80,6.07,0.79,138,Not Feasible,,,432.09,192116.1,11,32.18,662772.63,37,82.39,1196306.44,59,68.24,422463.69,16,35.59,293981.13,16,16.61,201903.74,11,730421.42,47,1301177.18,70,445453.52,16,304297.93,14,2983253.79,158,False,True,False
P0098,Smart Solar Grid,Bridge,High,3613740,98,88,21,4.77,0.74,599,Feasible,,,572.22,253478.95,51,60.0,702720.07,169,100.0,1608348.56,230,100.0,519890.58,82,60.13,529301.83,66,36.23,282298.92,62,812150.46,245,1858807.04,334,579071.94,100,576263.36,71,4108591.72,812,True,False,False
P0099,Industrial Complex,Building,Low,2285160,62,89,69,8.66,0.86,194,Not Feasible,,,762.57,158936.83,14,85.95,271409.33,25,100.0,609789.26,38,57.7,821270.96,51,100.0,423753.62,66,46.6,180086.07,18,311503.69,34,672958.08,43,942594.46,69,462743.03,70,2569885.33,234,False,True,False
P0100,Smart Solar Grid,Water Infra,Medium,6805212,87,92,94,0.32,0.72,349,Feasible,,,2622.72,990872.6,61,100.0,1116698.81,71,100.0,2678487.96,109,50.87,1464646.54,64,80.7,554506.1,43,86.27,1072744.75,85,1208967.52,99,2770285.88,122,1557843.68,83,592829.78,57,7202671.61,446,False,False,True
P0101,Smart Solar Grid,Building,Low,6173036,98,86,50,6.44,0.67,249,Borderline,,,1950.3,311432.01,14,82.15,730656.81,30,100.0,1905633.66,43,57.9,1893267.06,77,94.99,1332046.46,85,38.67,344863.11,18,822436.06,41,2062908.94,48,2121377.98,102,1415770.91,87,6767357.0,296,False,True,False
P0102,Highway Expansion,Road,Low,2425472,95,80,52,7.63,0.65,174,Feasible,,,3621.83,497651.63,58,100.0,426456.01,30,100.0,655383.57,39,70.88,251804.31,27,40.07,594176.49,21,37.69,567370.22,79,486200.43,41,727419.23,47,271440.19,28,639045.11,21,2691475.18,216,False,True,False
P0103,Highway Expansion,Bridge,High,1048984,98,85,97,7.59,0.61,390,Feasible,,,179.4,79189.75,25,56.48,233580.83,105,100.0,445712.14,136,100.0,154507.44,64,60.22,135993.85,60,37.5,90231.07,30,277112.27,152,528777.57,197,176673.44,78,152171.48,65,1224965.83,522,True,False,False
P0104,Industrial Complex,Building,Medium,3400070,57,56,99,8.86,0.63,567,Not Feasible,,,1076.21,154841.42,43,44.63,475719.72,80,91.67,965083.5,104,48.91,960165.69,146,63.96,844259.67,194,30.83,172482.86,47,553781.99,108,1079442.26,116,1089350.87,175,928024.4,196,3823082.38,642,False,False,True
P0105,Highway Expansion,Road,Medium,4265879,92,61,30,7.29,0.55,219,Not Feasible,,,13876.14,1121645.57,78,100.0,763282.19,38,85.39,1024977.15,47,52.85,485846.73,24,31.39,870127.36,32,29.88,1313267.84,109,881811.83,50,1148644.57,53,533368.27,24,953837.58,32,4830930.09,268,False,False,True
P0106,Dam Reinforcement,Bridge,Medium,2504384,69,38,52,9.28,0.67,188,Borderline,,,410.53,199675.65,18,26.08,516276.2,56,64.65,1168507.02,73,56.97,311533.1,20,26.81,308392.04,20,15.49,219172.52,18,587988.37,67,1321215.8,84,342195.31,20,335010.63,18,2805582.63,207,False,False,True
P0107,Highway Expansion,Water Infra,Low,3230919,82,97,26,3.33,0.52,518,Borderline,,,1387.61,480014.58,92,100.0,505604.94,119,100.0,1197970.01,144,63.19,755629.45,97,85.15,291700.01,66,100.0,524228.63,125,552176.11,161,1264533.83,166,814089.72,124,318568.44,89,3473596.73,665,False,True,False
P0108,Dam Reinforcement,Water Infra,Medium,2752126,75,75,50,5.03,0.59,418,Borderline,,,1246.97,390502.47,64,85.8,477302.25,89,100.0,1113072.04,137,54.22,537619.12,70,60.28,233630.12,58,73.37,436303.84,84,540258.46,124,1207452.17,156,586557.63,82,258043.96,72,3028616.06,518,False,False,True
P0109,Industrial Complex,Road,High,5330634,88,96,67,0.14,0.87,577,Borderline,,,17358.95,1256003.1,218,100.0,915208.99,108,100.0,1332371.31,131,80.03,589043.54,62,51.82,1238007.05,57,48.06,1410721.41,316,1027947.24,157,1469328.67,175,632625.49,73,1324851.27,66,5865474.08,787,True,False,False
P0110,Smart Solar Grid,Building,Low,2737095,70,55,66,0.07,0.66,136,Borderline,,,1201.37,121228.22,10,48.07,388997.98,16,86.36,863522.17,23,45.72,855226.5,38,66.06,508120.12,50,28.8,122141.8,11,406248.18,20,868078.94,24,876462.04,44,502536.56,48,2775467.52,147,False,True,False
P0111,Smart Solar Grid,Bridge,Low,3111138,98,37,97,2.4,0.83,473,Feasible,,,554.91,180422.37,31,29.02,561662.44,128,64.65,1461857.44,180,52.95,467608.82,72,27.29,439586.93,62,11.08,182515.63,30,587852.14,149,1513208.02,198,472238.75,69,436934.32,54,3192748.86,500,False,True,False
P0112,Highway Expansion,Water Infra,Low,5780450,91,35,72,1.01,0.86,235,Feasible,,,2549.5,748086.9,44,42.24,1095044.06,52,45.11,2363783.48,74,18.92,1210208.16,39,31.85,363327.41,26,36.88,757591.27,46,1112010.2,55,2340253.78,68,1213366.0,38,366051.2,26,5789272.45,233,False,True,False
P0113,Dam Reinforcement,Road,Low,3109818,92,53,99,2.6,0.79,271,Borderline,,,5748.52,804589.92,89,88.57,480454.53,44,66.35,820693.48,70,46.77,368806.62,29,33.94,635273.45,39,29.38,867186.86,115,507263.73,52,850577.7,75,377551.14,29,647467.8,38,3250047.23,309,False,True,False
P0114,Urban Flyover,Power Plant,High,3231785,90,77,38,1.77,0.98,449,Not Feasible,,,482.81,260895.12,71,61.74,349311.02,92,83.01,525976.25,82,53.03,1669536.36,145,100.0,426066.25,59,81.97,282676.44,87,386055.93,124,565213.27,97,1874105.51,210,470433.05,79,3578484.2,597,True,False,False
P0115,Urban Flyover,Building,Low,5483302,58,74,25,0.29,0.51,235,Feasible,,,1909.69,281516.35,18,64.23,811669.13,25,100.0,1362120.1,57,55.79,1823381.62,58,87.07,1204614.8,76,41.42,288848.63,21,860801.27,34,1386513.6,64,1911024.57,75,1209498.39,79,5656686.46,273,False,True,False
P0116,Urban Flyover,Power Plant,Low,3948089,73,42,68,9.09,0.87,149,Feasible,,,463.31,357419.78,21,31.32,468724.89,28,45.23,781434.38,29,30.81,1806216.56,53,56.92,534293.38,18,45.73,386014.05,21,513051.51,30,843533.29,28,1999139.14,59,585100.47,19,4326838.46,157,False,True,False
P0117,Smart Solar Grid,Building,High,3725928,86,98,92,0.08,0.98,442,Feasible,,,1621.92,287209.23,26,85.71,526915.8,54,100.0,1176492.26,96,61.32,939742.23,120,100.0,795568.48,147,67.71,313284.86,36,582319.17,78,1254476.72,118,1038552.87,174,853410.65,186,4042044.27,592,True,False,False
P0118,Smart Solar Grid,Bridge,Medium,4853339,98,54,69,7.36,0.93,170,Feasible,,,784.06,417780.9,14,41.9,857562.31,41,93.37,2178310.19,63,75.83,718779.13,27,39.32,680906.46,25,19.58,457634.05,15,985772.17,56,2463809.28,80,785395.59,29,729881.7,24,5422492.79,204,False,False,True
P0119,Dam Reinforcement,Road,High,2843400,90,49,31,1.52,0.58,179,Borderline,,,8895.27,633958.21,63,84.2,480246.92,30,65.6,758620.35,41,39.41,392853.07,19,29.17,577721.45,26,26.63,705575.99,86,525330.43,38,809440.89,45,415041.03,20,608844.24,27,3064232.58,216,True,False,False
P0120,Highway Expansion,Bridge,Medium,2079111,66,95,42,9.12,0.66,348,Feasible,,,459.5,146421.99,30,78.66,411185.21,100,100.0,909621.44,129,100.0,323461.8,43,58.05,288420.56,45,32.14,168715.73,38,483164.34,140,1068853.23,180,365589.65,50,318001.76,46,2404324.71,454,False,False,True
P0121,Urban Flyover,Power Plant,Low,1996107,73,74,73,8.93,0.59,378,Feasible,,,321.54,145190.51,51,60.42,299980.94,69,80.29,348408.41,73,48.08,939920.23,133,100.0,262606.92,52,78.29,160971.22,58,338817.72,86,381781.75,78,1080975.34,180,296055.99,64,2258602.02,466,False,True,False
P0122,Dam Reinforcement,Road,Low,4521441,70,76,88,6.54,0.8,479,Not Feasible,,,8817.03,1135146.88,173,100.0,705408.96,88,100.0,1140870.31,106,69.43,540273.14,62,39.91,999741.71,51,36.26,1287700.37,234,800209.56,119,1258226.18,126,579400.96,64,1068382.15,51,4993919.22,594,False,True,False
P0123,Dam Reinforcement,Bridge,Low,5545583,88,92,78,6.72,0.86,124,Feasible,,,957.61,480994.37,11,74.3,983022.48,31,100.0,2715951.81,50,100.0,697758.89,17,69.33,667855.45,14,29.24,529629.36,13,1108313.48,42,3062113.09,68,764757.26,20,704539.93,14,6169353.12,157,False,True,False
P0124,Highway Expansion,Bridge,High,2870230,90,84,55,0.05,0.66,147,Feasible,,,516.13,236013.55,8,65.75,660321.64,45,100.0,1208467.69,49,100.0,347059.94,24,60.23,418367.18,21,29.43,252353.62,10,728728.02,65,1333659.56,71,369166.11,29,432087.48,22,3115994.79,197,True,False,False
P0125,Dam Reinforcement,Bridge,Medium,4747389,88,48,22,9.85,0.77,373,Not Feasible,,,767.6,303710.9,42,32.99,1187859.92,90,83.15,1935220.38,150,72.03,671060.28,45,33.35,649537.53,45,18.47,337482.01,43,1384037.83,117,2231677.81,186,745938.64,46,711617.5,42,5410753.79,434,False,False,True
P0126,Highway Expansion,Power Plant,Medium,5142807,62,64,77,8.78,0.85,483,Feasible,,,709.94,390623.26,62,52.42,521549.67,85,69.38,920515.49,80,39.57,2833694.91,181,86.84,476423.66,75,71.8,437890.27,70,594081.23,104,1019302.14,85,3280475.53,240,543907.66,93,5875656.83,592,False,False,True
P0127,Industrial Complex,Bridge,High,5683874,60,82,74,8.95,0.71,581,Feasible,,,916.23,328698.7,34,62.37,939986.64,141,100.0,2815145.34,260,100.0,687338.75,74,53.42,912704.57,72,33.15,381658.39,42,1130096.15,205,3384500.15,377,791358.77,87,1030610.67,77,6718224.13,788,True,False,False
P0128,Highway Expansion,Water Infra,High,4602279,95,55,76,6.59,0.93,350,Not Feasible,,,1810.75,581282.6,71,65.19,787266.72,72,73.62,1864905.0,110,28.09,932775.51,59,50.46,436049.17,39,57.63,662662.84,89,904587.75,93,2051946.64,114,1048660.4,69,493568.51,47,5161426.14,412,True,False,False
P0129,Urban Flyover,Building,Medium,6515989,68,43,36,3.45,0.89,514,Borderline,,,2794.47,413266.91,33,40.03,1076380.79,75,71.64,1558943.54,127,27.05,2312562.9,122,50.86,1154834.86,157,25.41,436294.52,35,1170895.43,93,1625268.91,126,2466843.91,137,1202044.9,154,6901347.67,545,False,False,True
P0130,Urban Flyover,Water Infra,High,3121690,60,74,58,8.94,0.53,575,Borderline,,,1685.39,482706.48,86,90.65,552937.26,129,100.0,1285829.08,191,40.42,553888.93,88,59.2,246328.24,82,78.3,575788.93,120,665216.97,187,1463142.79,211,641645.91,107,290501.64,109,3636296.24,734,True,False,False
P0131,Highway Expansion,Power Plant,Low,3991650,62,73,87,2.92,0.81,476,Borderline,,,514.09,280915.64,66,60.61,480285.25,82,74.85,678126.66,84,50.19,2145480.15,179,92.72,406842.31,65,86.63,294374.1,75,510052.73,100,703633.75,91,2316334.94,235,436793.1,83,4261188.62,584,False,True,False
P0132,Industrial Complex,Power Plant,Medium,1491234,95,94,74,5.63,0.62,319,Borderline,,,218.23,131153.89,36,75.82,203877.23,52,100.0,265900.17,52,63.01,728599.34,124,100.0,161703.37,55,100.0,145869.22,45,231848.5,73,292212.53,62,828560.71,173,183888.53,77,1682379.49,430,False,False,True
P0133,Industrial Complex,Bridge,High,2948260,94,80,64,1.0,0.78,451,Feasible,,,455.68,244525.22,35,65.24,544859.56,129,100.0,1376088.59,176,100.0,358028.7,58,58.92,424757.92,53,31.46,263794.91,44,606977.45,187,1532972.53,255,383951.43,70,443699.73,56,3231396.05,612,True,False,False
P0134,Urban Flyover,Road,Medium,5333486,50,72,95,9.22,0.98,390,Feasible,,,10694.41,1222997.15,143,100.0,982623.92,69,91.65,1421257.78,91,65.19,648707.81,37,46.97,1057899.34,49,38.14,1453118.38,200,1158653.6,93,1635244.89,109,733611.67,41,1186268.88,52,6166897.42,495,False,False,True
P0135,Industrial Complex,Water Infra,High,2521101,89,52,20,1.41,0.94,458,Feasible,,,1247.43,395120.05,85,62.97,465569.45,95,70.62,949365.89,144,35.81,558435.05,71,45.51,152610.56,63,45.09,427413.6,105,507245.37,122,1000718.63,155,594154.13,81,162306.73,71,2691838.46,534,True,False,False
P0136,Dam Reinforcement,Power Plant,Medium,6401218,93,85,40,2.25,0.7,423,Not Feasible,,,715.43,525412.06,49,68.0,857602.73,84,96.17,932714.67,73,54.58,3361586.56,153,100.0,723901.98,64,96.93,561831.43,60,941236.61,116,984834.11,83,3702301.02,214,795048.13,88,6985251.3,561,False,False,True
P0137,Smart Solar Grid,Building,Medium,5378368,68,48,40,5.58,0.65,502,Feasible,,,1879.25,298216.23,52,39.87,666014.96,59,81.81,1522499.64,88,42.58,1894757.86,140,49.62,996879.31,162,26.11,320972.77,55,745749.29,76,1642950.42,95,2058465.93,156,1058752.31,159,5826890.72,541,False,False,True
P0138,Dam Reinforcement,Power Plant,Medium,5408324,61,84,71,7.64,0.62,165,Feasible,,,668.32,409000.04,25,72.85,593937.46,31,87.2,838678.41,27,54.23,2946458.12,51,100.0,620249.96,31,98.68,462473.68,31,680573.18,41,931870.37,31,3415998.16,71,718228.5,43,6209143.89,217,False,False,True
P0139,Urban Flyover,Water Infra,Low,4136729,57,89,62,6.19,0.77,147,Not Feasible,,,1998.92,572292.26,24,100.0,716068.48,32,100.0,1518189.84,46,56.25,932458.05,26,80.35,397720.37,19,87.65,642697.2,33,804161.16,43,1637150.69,51,1028465.27,32,441634.36,24,4554108.68,183,False,True,False
P0140,Industrial Complex,Building,Low,1897421,57,88,71,2.32,0.56,126,Not Feasible,,,656.82,105087.53,8,69.96,265415.62,14,100.0,590111.7,28,71.82,540295.87,31,95.92,396510.28,45,47.83,110461.11,10,286820.27,19,621364.95,34,581702.82,41,408165.18,48,2008514.33,152,False,True,False
P0141,Highway Expansion,Building,Medium,6888794,94,62,86,0.01,0.77,351,Feasible,,,3018.25,487615.3,19,60.22,1163543.7,42,100.0,2002712.79,90,38.58,1861775.94,105,64.68,1373146.26,95,38.67,507442.0,22,1256285.87,59,2041604.99,95,1945627.08,126,1399933.73,100,7150893.67,402,False,False,True
P0142,Smart Solar Grid,Bridge,High,6362056,61,48,63,7.57,0.5,318,Feasible,,,1160.59,485279.28,24,31.78,1207845.8,79,80.62,2979062.23,121,77.02,772421.96,47,27.97,917446.73,46,22.61,540442.92,25,1408819.89,106,3463174.08,159,857049.75,49,1012655.84,46,7282142.48,385,True,False,False
P0143,Highway Expansion,Road,Low,1122409,97,57,51,9.85,0.66,213,Feasible,,,1944.69,277182.46,76,95.44,192105.38,34,75.7,280860.28,49,45.47,129839.88,25,35.38,242421.0,29,33.01,320658.77,101,218232.53,42,310092.09,52,141970.03,25,264462.17,29,1255415.59,249,False,True,False
P0144,Urban Flyover,Building,High,3016716,82,81,29,8.1,0.61,201,Feasible,,,1444.32,114902.8,13,67.02,480211.02,24,100.0,830720.72,44,58.32,883638.25,60,94.87,707243.21,60,51.15,133024.53,16,573130.31,35,953895.09,53,1049701.04,85,806607.11,70,3516358.08,259,True,False,False
P0145,Industrial Complex,Bridge,Medium,3350770,94,78,83,4.6,0.99,207,Feasible,,,560.32,216675.98,19,60.6,607410.24,50,100.0,1492644.95,75,100.0,578140.31,31,50.01,455898.52,32,35.26,235341.32,22,684243.35,70,1681454.0,105,621673.67,35,483340.74,33,3706053.08,265,False,False,True
P0146,Highway Expansion,Road,High,1769598,75,66,98,9.04,0.86,509,Not Feasible,,,3033.33,358814.26,181,100.0,342176.43,77,82.02,450459.17,117,60.23,199925.69,62,39.34,418222.45,72,39.94,432652.93,263,405847.29,104,523519.42,143,227773.67,68,476752.41,79,2066545.72,657,True,False,False
P0147,Highway Expansion,Bridge,Low,6292895,88,55,88,4.1,0.67,305,Not Feasible,,,1078.3,397082.91,20,42.78,1585698.9,88,94.99,2635370.35,121,83.77,987081.08,43,35.45,687661.76,34,18.01,414035.56,21,1736179.54,117,2855896.98,153,1021987.81,43,699988.13,31,6728088.02,365,False,True,False
P0148,Smart Solar Grid,Power Plant,High,4267824,77,69,87,5.25,0.55,362,Feasible,,,589.36,344274.75,53,53.29,415597.61,63,76.47,619668.15,64,49.38,2315777.99,116,87.89,572505.5,66,77.98,382742.93,63,472203.3,83,686350.58,74,2659107.88,160,651394.99,87,4851799.68,467,True,False,False
P0149,Smart Solar Grid,Power Plant,High,4331068,54,67,47,4.77,0.76,187,Feasible,,,548.43,415154.51,25,51.27,456101.56,31,73.66,802033.18,32,46.63,2131637.28,66,84.72,526141.47,33,78.72,458537.81,29,514492.98,40,881935.12,37,2429305.19,90,596296.68,44,4880567.78,240,True,False,False
P0150,Industrial Complex,Road,Medium,4256415,57,83,72,4.48,0.61,430,Feasible,,,13074.54,1056938.31,144,100.0,644178.34,78,98.05,1163205.16,92,76.52,484977.09,61,47.93,907116.09,55,49.67,1204142.04,201,732594.46,108,1296921.88,116,526367.29,67,986168.33,61,4746194.0,553,False,False,True
P0151,Smart Solar Grid,Bridge,Medium,1874371,74,51,70,7.75,0.77,570,Borderline,,,356.54,114333.95,58,34.54,462215.98,147,89.33,813347.99,217,78.12,279531.44,64,29.79,204941.64,83,23.21,124754.27,60,531052.36,197,924860.91,277,303607.33,64,221170.86,80,2105445.73,678,False,False,True
P0152,Highway Expansion,Water Infra,High,6654237,76,45,72,5.27,0.92,552,Feasible,,,3479.47,933400.72,93,51.4,1061023.01,146,63.34,2536534.04,157,28.22,1682236.71,93,35.92,441042.51,62,46.13,1039023.29,109,1194499.94,181,2761314.81,162,1845026.05,100,488489.56,71,7328353.65,623,True,False,False
P0153,Highway Expansion,Bridge,High,3832868,95,57,23,3.17,0.81,493,Feasible,,,716.38,225931.09,34,44.65,846777.44,149,98.34,1721346.05,168,85.07,536424.08,62,33.83,502389.35,80,23.11,244223.42,38,962379.99,215,1932708.9,229,573849.36,66,531867.26,80,4245028.93,628,True,False,False
P0154,Urban Flyover,Water Infra,Medium,6348758,72,64,98,2.58,0.82,554,Feasible,,,2443.33,970694.33,102,73.07,1097854.15,123,88.07,2512237.73,156,42.07,1271644.79,111,52.34,496327.0,61,64.46,1048078.72,127,1201945.68,164,2634152.91,167,1346496.57,126,531594.65,73,6762268.53,657,False,False,True
P0155,Highway Expansion,Building,Low,4872998,79,89,36,0.38,0.77,306,Feasible,,,1576.3,207794.32,22,79.64,782999.17,40,100.0,1298246.31,71,77.73,1339352.63,78,94.85,1244605.57,96,41.74,216415.74,27,830864.49,54,1349718.74,88,1414574.31,103,1250740.72,100,5062314.0,372,False,True,False
P0156,Industrial Complex,Building,Low,1973548,94,74,86,5.83,0.96,358,Borderline,,,711.74,143914.74,31,70.97,302271.55,52,100.0,539741.69,63,57.96,654972.21,100,83.66,332647.8,112,37.93,156619.33,37,337872.41,70,580253.79,71,721238.14,127,350845.16,114,2146828.83,419,False,True,False
